Id,Code,Name,Version
500,tt0064115,Butch Cassidy and the Sundance Kid,1
501,tt0015648,Броненосец «Потёмкин»,1
502,tt0212720,A.I. Artificial Intelligence,1
503,tt0055928,Dr. No,1
504,tt0385700,Final Fantasy VII: Advent Children,1
505,tt0038348,La belle et la bête,1
506,tt0061395,Belle de jour,1
507,tt0101507,Boyz n the Hood,1
508,tt0066026,M*A*S*H,1
509,tt0332452,Troy,1
510,tt0013442,"Nosferatu, eine Symphonie des Grauens",1
511,tt0047296,On the Waterfront,1
512,tt0087884,"Paris, Texas",1
513,tt0057076,From Russia with Love,1
514,tt0058150,Goldfinger,1
515,tt0078875,Die Blechtrommel,1
516,tt0059800,Thunderball,1
517,tt0079095,Die Ehe der Maria Braun,1
518,tt0056119,La Jetée,1
519,tt0890870,Saw IV,1
520,tt0117998,Twister,1
521,tt0052618,Ben-Hur,1
522,tt0140888,Central do Brasil,1
523,tt0062512,You Only Live Twice,1
524,tt0064757,On Her Majesty's Secret Service,1
525,tt0013427,Nanook of the North,1
526,tt0364569,올드보이,1
527,tt0241527,Harry Potter and the Philosopher's Stone,1
528,tt0295297,Harry Potter and the Chamber of Secrets,1
529,tt0304141,Harry Potter and the Prisoner of Azkaban,1
530,tt0330373,Harry Potter and the Goblet of Fire,1
531,tt0373889,Harry Potter and the Order of the Phoenix,1
532,tt0213149,Pearl Harbor,1
533,tt0030522,Olympia - Fest der Völker,1
534,tt0039689,Out of the Past,1
535,tt0090605,Aliens,1
536,tt0110912,Pulp Fiction,1
537,tt0066995,Diamonds Are Forever,1
538,tt0071807,The Man with the Golden Gun,1
539,tt0030523,Olympia - Fest der Schönheit,1
540,tt0118884,Contact,1
541,tt0112818,Dead Man Walking,1
542,tt0112579,The Bridges of Madison County,1
543,tt0073800,Ο θίασος,1
544,tt0053168,Pickpocket,1
545,tt0076752,The Spy Who Loved Me,1
546,tt0069089,Pink Flamingos,1
547,tt0290002,Meet the Fockers,1
548,tt0081505,The Shining,1
549,tt0108122,Short Cuts,1
550,tt0079522,Manhattan,1
551,tt0018217,Oktyabr,1
552,tt0079574,Moonraker,1
553,tt0082398,For Your Eyes Only,1
554,tt0086034,Octopussy,1
555,tt0014341,Our Hospitality,1
556,tt0044081,A Streetcar Named Desire,1
557,tt0075686,Annie Hall,1
558,tt0058182,A Hard Day's Night,1
559,tt0042192,All About Eve,1
560,tt0071458,Fontane Effi Briest,1
561,tt0090264,A View to a Kill,1
562,tt0093428,The Living Daylights,1
563,tt0097742,Licence to Kill,1
564,tt0113189,GoldenEye,1
565,tt0181536,Finding Forrester,1
566,tt0109831,Four Weddings and a Funeral,1
567,tt0107822,The Piano,1
568,tt0120347,Tomorrow Never Dies,1
569,tt0203166,Tillsammans,1
570,tt0092099,Top Gun,1
571,tt0167404,The Sixth Sense,1
572,tt0093389,The Last Emperor,1
573,tt0365748,Shaun of the Dead,1
574,tt0055205,Murder She Said,1
575,tt0057334,Murder at the Gallop,1
576,tt0434409,V for Vendetta,1
577,tt0062952,Faces,1
578,tt0119094,Face/Off,1
579,tt0116367,From Dusk Till Dawn,1
580,tt0032455,Fantasia,1
581,tt0058383,Murder Most Foul,1
582,tt0058382,Murder Ahoy,1
583,tt0045810,Gentlemen Prefer Blondes,1
584,tt0069747,Les aventures de Rabbi Jacob,1
585,tt0074103,L'Aile ou la Cuisse,1
586,tt0071853,Monty Python and the Holy Grail,1
587,tt0103873,Braindead,1
588,tt0083907,The Evil Dead,1
589,tt0092991,Evil Dead II,1
590,tt0106308,Army of Darkness,1
591,tt0417741,Harry Potter and the Half-Blood Prince,1
592,tt0120681,From Hell,1
593,tt0099685,GoodFellas,1
594,tt0031381,Gone with the Wind,1
595,tt0099785,Home Alone,1
596,tt0104431,Home Alone 2: Lost in New York,1
597,tt0449059,Little Miss Sunshine,1
598,tt0000010,La Sortie de l'Usine Lumière à Lyon,1
599,tt0000417,Le Voyage dans la Lune,1
600,tt0031885,La Règle du jeu,1
601,tt0028950,La Grande Illusion,1
602,tt0046487,Les Vacances de Monsieur Hulot,1
603,tt0023649,Vampyr - Der Traum des Allan Grey,1
604,tt0019254,La passion de Jeanne d'Arc,1
605,tt0120522,Winterschläfer,1
606,tt0119177,Gattaca,1
607,tt0083987,Gandhi,1
608,tt0116790,Kolja,1
609,tt0181875,Almost Famous,1
610,tt0356910,Mr. & Mrs. Smith,1
611,tt0107614,Mrs. Doubtfire,1
612,tt0060802,Ostře sledované vlaky,1
613,tt0080749,The Fog,1
614,tt0432291,The Fog,1
615,tt0091763,Platoon,1
616,tt0090756,Blue Velvet,1
617,tt0075005,The Omen,1
618,tt0120632,City of Angels,1
619,tt0139134,Cruel Intentions,1
620,tt0060827,Persona,1
621,tt0046218,Pünktchen und Anton,1
622,tt0161935,Pünktchen und Anton,1
623,tt0042804,Los Olvidados,1
624,tt0093105,"Good Morning, Vietnam",1
625,tt0056193,Lolita,1
626,tt0048434,Nuit et brouillard,1
627,tt0046250,Roman Holiday,1
628,tt0063522,Rosemary's Baby,1
629,tt0466909,The Omen,1
630,tt0114369,Se7en,1
631,tt0126029,Shrek,1
632,tt0298148,Shrek 2,1
633,tt0413267,Shrek the Third,1
634,tt0067756,Silent Running,1
635,tt0103639,Aladdin,1
636,tt0080339,Airplane!,1
637,tt0082010,An American Werewolf in London,1
638,tt0204824,Animal Farm,1
639,tt0118655,Austin Powers: International Man of Mystery,1
640,tt0145660,Austin Powers: The Spy Who Shagged Me,1
641,tt0295178,Austin Powers in Goldmember,1
642,tt0117665,Sleepers,1
643,tt0102138,JFK,1
644,tt0055031,Judgment at Nuremberg,1
645,tt0051792,জলসাঘর,1
646,tt0193253,人狼,1
647,tt0203009,Moulin Rouge!,1
648,tt0145734,Playing by Heart,1
649,tt0050212,The Bridge on the River Kwai,1
650,tt0046911,Les diaboliques,1
651,tt0043456,The Day the Earth Stood Still,1
652,tt0071315,Chinatown,1
653,tt0049223,Forbidden Planet,1
654,tt0047577,This Island Earth,1
655,tt0022100,M,1
656,tt0045274,Umberto D.,1
657,tt0401855,Underworld: Evolution,1
658,tt0057654,Vidas secas,1
659,tt0086541,Videodrome,1
660,tt0069704,American Graffiti,1
661,tt0067023,Duel,1
662,tt0075860,Close Encounters of the Third Kind,1
663,tt0087182,Dune,1
664,tt0364961,The Assassination of Richard Nixon,1
665,tt0118694,花樣年華,1
666,tt0212712,2046,1
667,tt0044079,Strangers on a Train,1
668,tt0120902,The X Files,1
669,tt0096446,Willow,1
670,tt0082288,Dragonslayer,1
671,tt0085811,Krull,1
672,tt0085334,A Christmas Story,1
673,tt0037558,Brief Encounter,1
674,tt0215750,Enemy at the Gates,1
675,tt0110475,The Mask,1
676,tt0265086,Black Hawk Down,1
677,tt0096438,Who Framed Roger Rabbit,1
678,tt0120815,Saving Private Ryan,1
679,tt0108160,Sleepless in Seattle,1
680,tt0094947,Dangerous Liaisons,1
681,tt0086567,WarGames,1
682,tt0100802,Total Recall,1
683,tt0114709,Toy Story,1
684,tt0120363,Toy Story 2,1
685,tt0106611,Cool Runnings,1
686,tt0093894,The Running Man,1
687,tt0308644,Finding Neverland,1
688,tt0108162,Sliver,1
689,tt0468565,Tsotsi,1
690,tt0133152,Planet of the Apes,1
691,tt0330229,ドールズ,1
692,tt0063442,Planet of the Apes,1
693,tt0045152,Singin' in the Rain,1
694,tt0088939,The Color Purple,1
695,tt0060665,A Man for All Seasons,1
696,tt0023458,Shanghai Express,1
697,tt0142032,Frank Herbert's Dune,1
698,tt0023427,Scarface,1
699,tt0036818,Die Feuerzangenbowle,1
700,tt0102057,Hook,1
701,tt0112379,Antonia,1
702,tt0104257,A Few Good Men,1
703,tt0379217,Coffee and Cigarettes,1
704,tt0115964,Crash,1
705,tt0018839,The Docks of New York,1
706,tt0059037,The Cincinnati Kid,1
707,tt0036868,The Best Years of Our Lives,1
708,tt0109813,The Flintstones,1
709,tt0158622,The Flintstones in Viva Rock Vegas,1
710,tt0114354,Schlafes Bruder,1
711,tt0074119,All the President's Men,1
712,tt0101700,Delicatessen,1
713,tt0060107,Андрей Рублёв,1
714,tt0052572,অপুর সংসার,1
715,tt0048956,অপরাজিত,1
716,tt0055798,Birdman of Alcatraz,1
717,tt0009968,Broken Blossoms,1
718,tt0029947,Bringing Up Baby,1
719,tt0021749,City Lights,1
720,tt0112682,La Cité des Enfants Perdus,1
721,tt0061512,Cool Hand Luke,1
722,tt0018737,Die Büchse der Pandora,1
723,tt0059113,Doctor Zhivago,1
724,tt0037059,Meet Me in St. Louis,1
725,tt0038355,The Big Sleep,1
726,tt0032234,The Bank Dick,1
727,tt0063688,The Thomas Crown Affair,1
728,tt0155267,The Thomas Crown Affair,1
729,tt0032553,The Great Dictator,1
730,tt0062765,Bullitt,1
731,tt0050188,Mother India,1
732,tt0092666,Blind Date,1
733,tt0275230,Blood: The Last Vampire,1
734,tt0317219,Cars,1
735,tt0352248,Cinderella Man,1
736,tt0112817,Dead Man,1
737,tt0077402,Dawn of the Dead,1
738,tt0363547,Dawn of the Dead,1
739,tt0097216,Do the Right Thing,1
740,tt0177789,Galaxy Quest,1
741,tt0087363,Gremlins,1
742,tt0099700,Gremlins 2: The New Batch,1
743,tt0120685,Godzilla,1
744,tt0069995,Don't Look Now,1
745,tt0038769,Die Mörder sind unter uns,1
746,tt0048021,Du rififi chez les hommes,1
747,tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1
748,tt0057413,The Pink Panther,1
749,tt0059578,Per qualche dollaro in più,1
750,tt0018037,The Jazz Singer,1
751,tt0030341,The Lady Vanishes,1
752,tt0093409,Lethal Weapon,1
753,tt0097733,Lethal Weapon 2,1
754,tt0104714,Lethal Weapon 3,1
755,tt0122151,Lethal Weapon 4,1
756,tt0040536,Letter from an Unknown Woman,1
757,tt0056172,Lawrence of Arabia,1
758,tt0077651,Halloween,1
759,tt0113277,Heat,1
760,tt0438097,Ice Age: The Meltdown,1
761,tt0099938,Kindergarten Cop,1
762,tt0351283,Madagascar,1
763,tt0117060,Mission: Impossible,1
764,tt0120755,Mission: Impossible II,1
765,tt0317919,Mission: Impossible III,1
766,tt0094012,Spaceballs,1
767,tt0017925,The General,1
768,tt0015864,The Gold Rush,1
769,tt0033870,The Maltese Falcon,1
770,tt0016220,The Phantom of the Opera,1
771,tt0035015,The Magnificent Ambersons,1
772,tt0054047,The Magnificent Seven,1
773,tt0054331,Spartacus,1
774,tt0072890,Dog Day Afternoon,1
775,tt0050825,Paths of Glory,1
776,tt0051036,Sweet Smell of Success,1
777,tt0022458,Tabu,1
778,tt0120102,Seven Years in Tibet,1
779,tt0290673,Irréversible,1
780,tt0036244,The Ox-Bow Incident,1
781,tt0032904,The Philadelphia Story,1
782,tt0056218,The Manchurian Candidate,1
783,tt0073341,The Man Who Would Be King,1
784,tt0066999,Dirty Harry,1
785,tt0074486,Eraserhead,1
786,tt0059012,Falstaff,1
787,tt0071524,The Front Page,1
788,tt0078966,The China Syndrome,1
789,tt0032811,The Mortal Storm,1
790,tt0054997,The Hustler,1
791,tt0074851,The Man Who Fell to Earth,1
792,tt0015324,"Sherlock, Jr.",1
793,tt0069281,Sleuth,1
794,tt0067800,Straw Dogs,1
795,tt0031971,Stagecoach,1
796,tt0036775,Double Indemnity,1
797,tt0166924,Mulholland Drive,1
798,tt0418455,Adams æbler,1
799,tt0110005,Heavenly Creatures,1
800,tt0141824,Die Siebtelbauern,1
801,tt0057091,Il gattopardo,1
802,tt0108185,Sommersby,1
803,tt0215369,Xizao,1
804,tt0067116,The French Connection,1
805,tt0060176,Blow-Up,1
806,tt0085276,Breathless,1
807,tt0051808,隠し砦の三悪人,1
808,tt0137363,Arlington Road,1
809,tt0118843,"Crna mačka, beli mačor",1
810,tt0298228,Whale Rider,1
811,tt0102685,Point Break,1
812,tt0139809,The Thirteenth Floor,1
813,tt0084787,The Thing,1
814,tt0041959,The Third Man,1
815,tt0051378,Ascenseur pour l'échafaud,1
816,tt0082340,Escape from New York,1
817,tt0373861,Die Geschichte vom weinenden Kamel,1
818,tt0419773,Gespenster,1
819,tt0460989,The Wind That Shakes the Barley,1
820,tt0437232,Catch a Fire,1
821,tt0482571,The Prestige,1
822,tt0443489,Dreamgirls,1
823,tt0385017,In My Father's Den,1
824,tt0434292,Princesas,1
825,tt0056241,The Miracle Worker,1
826,tt0246786,The Miracle Worker,1
827,tt0449467,Babel,1
828,tt0436697,The Queen,1
829,tt0134119,The Talented Mr. Ripley,1
830,tt0764639,Das wilde Leben,1
831,tt0107943,The Remains of the Day,1
832,tt0479143,Rocky Balboa,1
833,tt0343737,The Good Shepherd,1
834,tt0367959,Hannibal Rising,1
835,tt0427969,Hollywoodland,1
836,tt0259324,Ghost Rider,1
837,tt0498380,Letters from Iwo Jima,1
838,tt0441774,Lonely Hearts,1
839,tt0443456,Breaking and Entering,1
840,tt0485241,"Je vais bien, ne t'en fais pas",1
841,tt0468492,괴물,1
842,tt0490084,Because I Said So,1
843,tt0465551,Notes on a Scandal,1
844,tt0447249,Leiutajateküla Lotte,1
845,tt0420223,Stranger Than Fiction,1
846,tt0398808,Bridge to Terabithia,1
847,tt0421073,Street Kings,1
848,tt0396555,Meet the Robinsons,1
849,tt0453451,Mr. Bean's Holiday,1
850,tt0446009,Neues vom Wixxer,1
851,tt0416449,300,1
852,tt0448134,Sunshine,1
853,tt0453556,TMNT,1
854,tt0155722,Ein Lied von Liebe und Tod – Gloomy Sunday,1
855,tt0309987,The Dreamers,1
856,tt0397619,사마리아,1
857,tt0423866,빈집,1
858,tt0118689,Bean,1
859,tt0275309,Dogtown and Z-Boys,1
860,tt0120868,"Torrente, el brazo tonto de la ley",1
861,tt0257231,Torrente 2: Misión en Marbella,1
862,tt0444505,Torrente 3: El protector,1
863,tt0461694,Vier Minuten,1
864,tt0103882,A Brief History of Time,1
865,tt0144084,American Psycho,1
866,tt0120679,Frida,1
867,tt0079802,The Return of the King,1
868,tt0077687,The Hobbit,1
869,tt0120699,The Hi-Lo Country,1
870,tt0254455,Lucía y el sexo,1
871,tt0285742,Monster's Ball,1
872,tt0075148,Rocky,1
873,tt0079817,Rocky II,1
874,tt0083944,First Blood,1
875,tt0089880,Rambo: First Blood Part II,1
876,tt0095956,Rambo III,1
877,tt0084602,Rocky III,1
878,tt0450259,Blood Diamond,1
879,tt0251052,The Discovery of Heaven,1
880,tt0089927,Rocky IV,1
881,tt0100507,Rocky V,1
882,tt0313670,Sweet Sixteen,1
883,tt0051745,Houseboat,1
884,tt0367027,Shortbus,1
885,tt0458242,Laitakaupungin valot,1
886,tt0097438,Gleaming the Cube,1
887,tt0414993,The Fountain,1
888,tt0415978,Me and You and Everyone We Know,1
889,tt0094075,Superstar: The Karen Carpenter Story,1
890,tt0120780,Out of Sight,1
891,tt0245574,Y tu mamá también,1
892,tt0388789,Born into Brothels,1
893,tt0432325,Die Höhle des gelben Hundes,1
894,tt0086022,Nostalghia,1
895,tt0072443,Зеркало,1
896,tt0079944,Сталкер,1
897,tt0454921,The Pursuit of Happyness,1
898,tt0060355,Duel at Diablo,1
899,tt0380366,Ae Fond Kiss...,1
900,tt0015881,Greed,1
901,tt0101587,City Slickers,1
902,tt0450188,La Môme,1
903,tt0112760,Cutthroat Island,1
904,tt0069945,Dark Star,1
905,tt0102757,The Rapture,1
906,tt0098724,"Sex, Lies, and Videotape",1
907,tt0107468,M. Butterfly,1
908,tt0133363,Los amantes del círculo polar,1
909,tt0320244,Party Monster,1
910,tt0341384,해안선,1
911,tt0457430,El laberinto del fauno,1
912,tt0350193,Te doy mis ojos,1
913,tt0890888,Vollidiot,1
914,tt0411195,Breakfast on Pluto,1
915,tt0076155,L'Homme qui aimait les femmes,1
916,tt0407887,The Departed,1
917,tt0396171,Perfume: The Story of a Murderer,1
918,tt0285823,Once Upon a Time in Mexico,1
919,tt0307901,25th Hour,1
920,tt0310793,Bowling for Columbine,1
921,tt0256009,El espinazo del diablo,1
922,tt0390538,Tarnation,1
923,tt0166485,Anna and the King,1
924,tt0404203,Little Children,1
925,tt0445946,The Contract,1
926,tt0159097,The Virgin Suicides,1
927,tt0418773,Junebug,1
928,tt0120894,The Wisdom of Crocodiles,1
929,tt0806027,Blood: The Last Vampire,1
930,tt0348150,Superman Returns,1
931,tt0106579,"Clean, Shaven",1
932,tt0052311,Touch of Evil,1
933,tt0110500,Metal Skin,1
934,tt0104693,Laws of Gravity,1
935,tt0101420,Begotten,1
936,tt0114704,Der Totmacher,1
937,tt0067128,Get Carter,1
938,tt0167190,Hellboy,1
939,tt0461804,綠草地,1
940,tt0443543,The Illusionist,1
941,tt0103594,1492: Conquest of Paradise,1
942,tt0212346,Miss Congeniality,1
943,tt0473444,滿城盡帶黃金甲,1
944,tt0320661,Kingdom of Heaven,1
945,tt0101615,Cool as Ice,1
946,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1
947,tt0100758,Teenage Mutant Ninja Turtles,1
948,tt0108308,Teenage Mutant Ninja Turtles III,1
949,tt0455590,The Last King of Scotland,1
950,tt0446013,Pathfinder,1
951,tt0266987,Spy Game,1
952,tt0264472,Changing Lanes,1
953,tt0369339,Collateral,1
954,tt0448009,Keine Lieder über Liebe,1
955,tt0381690,Vers le sud,1
956,tt0103074,Thelma & Louise,1
957,tt0151804,Office Space,1
958,tt0424992,Emmas Glück,1
959,tt0421994,Imagine Me & You,1
960,tt0318761,Thumbsucker,1
961,tt0093437,The Lost Boys,1
962,tt0162346,Ghost World,1
963,tt0338977,L'Esquive,1
964,tt0311648,Pieces of April,1
965,tt0099582,Flatliners,1
966,tt0098067,Parenthood,1
967,tt0411270,De battre mon cœur s'est arrêté,1
968,tt0090967,Down by Law,1
969,tt0283900,L'Auberge espagnole,1
970,tt0064068,薔薇の葬列,1
971,tt0126765,23,1
972,tt0072235,Sweet Movie,1
973,tt0100623,Singapore Sling: Ο άνθρωπος που αγάπησε ένα πτώμα,1
974,tt0061996,Mouchette,1
975,tt0463854,28 Weeks Later,1
976,tt0084628,Sans soleil,1
977,tt0052654,Die Brücke,1
978,tt0157016,Seul contre tous,1
979,tt0218871,Carne,1
980,tt0337978,Live Free or Die Hard,1
981,tt0112864,Die Hard: With a Vengeance,1
982,tt0099423,Die Hard 2,1
983,tt0299658,Chicago,1
984,tt0120804,Resident Evil,1
985,tt0318627,Resident Evil: Apocalypse,1
986,tt0081398,Raging Bull,1
987,tt0472043,Apocalypto,1
988,tt0040746,Rope,1
989,tt0457939,The Holiday,1
990,tt0258760,Lammbock,1
991,tt0332379,School of Rock,1
992,tt0038650,It's a Wonderful Life,1
993,tt0363988,Secret Window,1
994,tt0108550,What's Eating Gilbert Grape,1
995,tt0204946,Bring It On,1
996,tt0337631,The Boys from County Clare,1
997,tt0424908,Copying Beethoven,1
998,tt0161860,Nirgendwo in Afrika,1
999,tt0117381,Primal Fear,1
1000,tt0477347,Night at the Museum,1
